@relation 'AT: optdigits-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R1,40-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute -0.263input3-0.253input59-0.226input11-0.221input10+0.217input34... numeric
@attribute '0.25 input6+0.244input15-0.238input61+0.226class=7+0.225input7...' numeric
@attribute -0.294input44-0.265input45-0.248input36-0.248input37+0.235input39... numeric
@attribute '0.217input21-0.214input52+0.204input62+0.201input54+0.2  input46...' numeric
@attribute 0.274input55-0.266input53+0.246class=6+0.221input56+0.219class=7... numeric
@attribute -0.297input19+0.283input50-0.279class=5+0.275input42-0.263input27... numeric
@attribute '-0.275class=2-0.273input53-0.272input64+0.24 input36-0.229input63...' numeric
@attribute 0.308input22+0.257class=0-0.252class=5+0.234input52-0.223input2... numeric
@attribute '0.436class=8+0.25 input51+0.247input16-0.213input38+0.212input24...' numeric
@attribute 0.289class=9-0.236class=0-0.235input12+0.225input18+0.222class=4... numeric
@attribute '0.32 input6-0.274input24-0.238input4-0.215input60-0.207input16...' numeric
@attribute -0.438input41-0.362input49-0.334input33+0.225input2+0.218input58... numeric
@attribute '0.3  class=3-0.292input28+0.274input37-0.27class=9-0.269input20...' numeric
@attribute '-0.469input17-0.411input25-0.231input18+0.21 input64-0.185input9...' numeric
@attribute 0.418input56+0.411input48+0.252input17+0.242class=8+0.234input64... numeric
@attribute 0.567input33-0.427input57+0.331input41-0.267input49-0.212input32... numeric
@attribute 0.399input25-0.39input32+0.333input17-0.259input5-0.256input24... numeric
@attribute 0.324input12-0.261input32+0.234input46+0.226input52+0.224input38... numeric
@attribute 0.326input9-0.321class=1-0.284input57-0.271input26+0.263input5... numeric
@attribute '0.449input9+0.33 input8-0.257input32-0.241input58-0.209input2...' numeric
@attribute -0.445input9-0.418input32+0.333input48+0.265input57-0.217input46... numeric
@attribute -0.489input9-0.443input57+0.192input25+0.172input13+0.168input50... numeric
@attribute -0.406input48+0.331input5+0.248input61+0.242input64+0.217input36... numeric
@attribute -0.284class=1-0.249input60-0.248input26-0.241input61+0.241class=8... numeric
@attribute -0.295input33-0.291input48+0.279input49-0.268class=2+0.233class=9... numeric
@attribute 0.295input31+0.287input23+0.277input36+0.274input54-0.253input8... numeric
@attribute '0.34 input12+0.244class=8+0.241input7-0.237class=9-0.224input48...' numeric
@attribute 0.335input49-0.296input57-0.204input42+0.202input58+0.201input8... numeric
@attribute '-0.62input17+0.594input25+0.217input9+0.15 input13+0.142class=9...' numeric
@attribute 0.356input13-0.355input52+0.335class=9+0.211input36-0.205input30... numeric
@attribute 0.357input32-0.354input24-0.234input50+0.232input8+0.206input10... numeric
@attribute 0.377input50-0.282input59-0.263input3-0.254input49-0.254input20... numeric
@attribute '-0.321input50-0.264input45-0.253class=1+0.248class=2+0.23 input29...' numeric
@attribute 0.277input50-0.257input24-0.222input21+0.212input27+0.211input32... numeric
@attribute -0.365input53-0.275input35+0.273input46+0.259input31-0.239input14... numeric
@attribute '0.347input39+0.3  input53-0.277input10+0.267input45-0.228input30...' numeric
@attribute 0.295input13-0.251input11-0.249input19-0.235input8-0.232input31... numeric
@attribute 0.308input19+0.268input44+0.252input13-0.239input28-0.222input12... numeric
@attribute '0.339input44+0.302input54-0.237class=6+0.22 class=4+0.218input56...' numeric
@attribute 0.364input26-0.344input42+0.341input20-0.193class=5-0.168input52... numeric
@attribute 0.346input56-0.255input63+0.234input51-0.216input62-0.208input48... numeric
@attribute -0.314input30-0.278input56-0.253input31-0.248input7+0.222input23... numeric
@attribute 0.456input41-0.3input49-0.299input33+0.225input61+0.194input26... numeric
@attribute '0.37 input41-0.246input33-0.245input61-0.235input49+0.229input23...' numeric
@attribute -0.34input37-0.274input4-0.259input41-0.254class=0-0.253input7... numeric
@attribute -0.323input54+0.298input63+0.279input46+0.273input31+0.255input51... numeric

@data
2.079385,-2.580323,3.768725,-0.661684,-1.212854,0.430764,-1.082091,3.185621,-0.572709,-1.75691,-0.206324,0.240122,-0.388051,-1.067086,0.43357,0.847164,-1.34257,0.928151,-0.337188,-0.072463,0.181395,0.329717,0.053721,0.200984,0.29944,-0.160202,0.494431,-0.124775,0.071813,-0.47174,-0.14687,-0.192109,0.540976,-0.172551,0.439273,0.130509,-0.076544,0.147098,0.291821,0.809457,-0.244203,-0.247558,-0.054268,0.10596,-0.237341,-0.122385
-2.721044,-1.082067,-2.095507,-0.719314,0.278386,1.967216,-0.70468,1.353927,1.30606,0.039895,1.001493,0.175511,0.157317,-0.800079,-1.947362,-0.946003,0.393226,-1.227661,1.53923,0.12066,0.801253,0.679947,0.099878,-0.694931,-1.434043,-0.125439,-0.97811,0.547902,0.337939,0.400103,-1.315905,1.321712,0.406946,0.365767,0.712913,0.538647,0.02912,1.450619,-0.194522,0.166551,-0.486113,0.057228,-0.816996,0.544791,-0.515233,-0.139349
1.117053,-2.203898,5.237733,-1.364314,-0.391193,0.882111,-0.417445,2.38433,0.395627,-1.468544,0.722637,0.298269,0.126398,-0.714643,0.728918,0.488601,-0.625408,-0.460332,-0.579285,-0.231192,0.375496,-0.05953,0.780152,-0.539819,-0.018513,0.259188,0.060056,0.228033,0.120627,0.805538,-0.370228,-0.098604,-0.418115,0.38886,0.34705,-0.119428,-0.187191,0.065982,0.284739,0.009249,0.273281,0.075946,0.368837,-0.206071,0.172747,0.042187
-2.633137,1.129169,2.180132,2.194449,1.025733,0.215716,1.533381,-1.081305,-0.370717,-0.039837,0.066308,-0.477091,2.832542,-0.386252,-0.174212,-0.60442,-0.033308,-0.759064,0.076526,-0.308556,0.622472,-0.673577,-0.944857,-0.4158,0.494873,-0.358832,-0.084783,-0.062123,-0.198361,-0.910877,-0.309492,0.535148,0.326449,-0.221463,0.194698,-0.254742,-0.494056,0.479692,0.06948,-0.159075,-0.473765,0.049695,-0.389629,0.581413,0.037357,0.11044
1.469227,0.769128,-0.951991,5.88545,-1.616667,-0.926585,-1.375971,-0.049394,-0.548329,0.258061,2.330765,1.597476,-0.082688,-1.612254,-0.456475,0.698974,-0.905215,-0.191025,-1.345755,0.618322,-0.49717,0.677201,-1.181868,0.285,-0.67778,-0.643339,-0.192683,0.256692,-0.368187,-0.869513,-0.415724,-0.556447,-1.341712,-0.395416,0.969127,-0.284863,-0.358856,0.127316,-0.513304,0.667555,0.163295,0.221539,-0.274854,0.436082,-0.61751,-0.123395
1.063478,-2.710721,3.712629,-1.181391,-1.538171,2.027585,-1.273376,2.287501,-0.331098,-1.396304,-1.062616,0.048077,-0.733875,0.771538,-0.107014,-0.011162,1.169464,-0.12898,-1.257054,1.064729,-0.234876,0.074063,-0.381168,-0.933203,-1.142643,-0.253353,0.400022,-0.062454,0.146623,0.523772,-0.483136,-0.216012,-0.099674,-0.583567,0.359779,0.006291,0.428185,-0.786044,0.164934,0.257771,0.041886,-0.021248,-0.102403,0.065665,0.444955,-0.667483
-2.70537,0.010627,4.174982,1.832326,0.737816,-0.523107,-0.54227,-0.262317,0.074882,3.075223,-0.686213,-0.03365,-0.458834,-0.47065,-0.05261,0.620272,-0.940393,1.186832,-1.046629,0.429524,-0.419912,0.889252,0.609394,-0.19807,1.348232,-0.064795,-1.305843,-0.465435,0.318269,0.494585,0.591527,-0.322836,0.019144,0.370965,0.582878,-0.843052,0.336618,0.102579,0.06175,-0.232966,-0.190963,0.203082,-0.034234,-0.088091,-0.281517,0.673179
-3.74469,0.738819,1.579882,2.597324,0.621131,1.552913,0.928507,-1.50972,-0.936304,-0.959266,-0.791791,0.044516,2.058827,-0.28984,-0.090142,-0.123796,0.157043,-0.698893,0.284529,-0.134115,0.436484,-0.790655,-0.793225,0.272691,0.411669,-0.319923,0.364302,-0.18225,0.332945,0.071949,-0.174126,-0.381308,0.384145,-0.073524,0.824926,-0.732654,0.402016,-0.249465,-0.180863,-0.462209,-0.059973,-0.591171,-0.285791,0.01713,0.400488,-0.315386
0.1056,-5.104907,-3.410054,0.870467,4.85439,-0.870054,1.283566,-0.864102,0.019333,-0.347581,0.130644,-0.634542,-1.491861,-0.369134,0.931644,0.259982,-0.090622,-0.142663,0.403672,-0.546066,-0.326697,-0.505325,0.62155,0.53482,1.264778,-0.317789,0.918211,-0.611191,0.30988,0.085468,-0.261014,-0.138242,-0.183135,0.779059,0.3124,-0.841872,1.11659,-0.177513,0.646193,0.485222,1.207395,-0.496223,-0.687774,0.849447,-1.111298,1.339293
-4.452548,-0.668352,0.587666,1.275299,-0.778868,0.188557,0.114111,-1.778377,-0.932236,-0.597298,-2.411948,0.239565,1.277692,-0.604614,0.205595,0.648879,-0.82139,1.627792,-0.693972,0.566322,0.427311,0.082341,-1.352654,0.621121,1.003113,0.93583,2.021468,-1.222151,0.355372,0.103126,-0.091477,0.322078,-0.136162,0.183724,0.009284,-0.017876,0.116403,-0.331744,-0.360651,-0.611371,-0.135062,0.287399,-0.321823,0.162233,-0.309458,0.118334
-2.707907,0.787805,4.13288,2.708887,-0.512625,-0.670456,-0.642216,0.193491,-0.022018,1.604653,-0.931101,-0.884353,-1.221038,-0.313726,-0.462132,0.468905,-0.628594,1.414056,-0.075763,0.816052,-0.518891,1.375394,-0.409745,0.437739,0.962247,-0.637759,-0.868556,-1.285544,0.506054,-0.014949,0.615259,-0.453708,0.488152,0.034033,0.010328,-0.104228,0.01306,0.07938,0.188495,-0.161797,0.28321,0.009726,-0.134675,-0.370615,-0.522623,-0.145978
-1.740516,0.823429,3.184016,-0.156882,-2.016724,-1.091851,0.397478,-2.895352,-1.524297,0.026048,0.400446,-0.250357,-2.304957,0.094637,0.338245,0.217686,-0.358539,-0.479583,-0.058804,0.564878,-0.4079,0.66678,0.733183,0.422333,-0.649955,-0.275341,-0.468729,0.480156,-0.8019,-2.449208,0.227232,0.003462,0.830265,-0.684326,-0.171116,0.430235,0.029676,-0.067331,-0.083911,-0.319284,0.018752,-0.437088,-0.305722,0.301928,0.66623,-0.379555
-2.008297,-0.790307,0.987889,0.021032,0.043149,-2.137837,1.113578,-2.070557,-0.319669,-1.028661,0.143419,-0.839728,-0.126086,-0.032761,-0.696514,0.145542,-0.449143,-0.444798,0.595023,0.242208,-0.209686,0.369353,0.974964,1.127102,-0.604431,0.313236,0.297149,0.150303,-0.074119,0.420783,-0.30067,-0.671491,-1.101556,1.038737,-0.955222,-1.522727,-0.851952,0.15791,0.14777,-1.121779,0.381847,0.487389,-0.718397,0.354225,-0.081923,0.114809
0.325399,-4.924794,-1.239003,-2.436282,0.923293,-0.429816,1.189306,-1.181483,1.410864,-0.234824,0.312143,0.919187,0.219974,0.942903,-0.978153,-0.382013,1.631487,0.385304,-0.503377,-0.238377,-1.441906,-0.367593,-1.655199,0.225329,0.378305,0.476227,-0.977772,-0.779531,0.082591,0.166429,0.678687,-0.382924,-0.855337,0.141781,-0.379334,0.863135,-0.583103,-0.614758,0.470631,0.116566,-0.224514,-1.107415,0.022924,-0.242193,0.464515,-0.523628
-2.083229,2.309603,2.674798,1.392165,-1.15508,0.296546,-0.65354,-1.24541,-0.290218,1.483688,-0.473418,0.909376,-1.535019,1.153801,0.54187,0.453759,0.222271,2.054369,-0.744635,-1.619649,-1.215065,-0.262978,0.129395,1.081363,0.663939,-0.71882,-1.826618,0.828454,0.247821,1.192249,0.440553,-0.121659,0.673747,-0.321974,0.25179,-0.005815,-0.519565,0.394846,0.070525,-0.519314,0.243358,0.195895,-0.417764,0.502482,-0.1097,-0.025271
4.832115,-2.608274,-1.896399,1.0213,-2.360399,3.300672,0.921143,-1.699705,-0.555128,-0.941567,1.395194,0.914237,-0.387812,-0.30969,0.231057,-0.638261,0.550517,-0.654481,2.322344,1.512438,0.666077,1.491979,-0.105212,0.581346,0.354701,-0.958013,-0.166181,-1.581688,0.493923,-0.071931,0.945122,0.58758,0.10655,-0.144386,-0.172271,0.169746,0.320919,0.382024,0.764962,-0.308511,-0.635684,0.720287,0.045612,-0.557979,0.597849,0.182856
4.730554,-2.27248,-1.550435,1.005294,-1.598643,2.722974,-0.085722,-1.018303,-1.011316,-0.44,0.106571,0.855101,0.062131,0.617541,-0.005549,-0.684746,0.886972,-0.054908,1.940872,1.002575,0.214355,0.76256,-0.133791,1.096255,0.34271,-0.143433,-0.283118,-0.50101,-0.010161,-0.841515,1.128361,0.273644,0.431806,0.226053,0.608832,-0.791828,0.791145,-0.271497,-0.028208,-0.523427,-0.1866,-0.108899,0.405647,-0.854841,0.23228,0.53941
0.890107,0.098679,-2.184563,4.557033,-1.955275,-1.402823,-1.877566,1.35416,0.105522,-0.033771,0.470253,0.806574,0.293835,-0.864893,-0.16235,0.719314,-1.10872,1.196923,-1.399398,-0.039447,-0.234839,0.530453,-0.205144,-0.52865,0.024989,-0.390174,-0.160163,0.517324,-0.498409,-0.233995,-0.183709,-0.05101,-1.356871,-0.229163,0.947217,-0.644144,-0.533767,-0.01979,0.091638,0.579081,-0.341794,0.581977,-0.088532,0.346778,-0.407204,0.308534
-3.729119,-1.190338,-2.62635,0.445416,1.848287,0.665924,-4.050393,1.453084,-0.927446,-0.308019,1.018565,-0.50676,1.781352,0.916326,-0.954734,-0.58218,0.375678,-0.426138,0.375854,0.047275,-0.046416,0.288542,0.668437,0.248577,-0.979471,-0.243435,-0.236505,0.815988,0.235341,0.841785,-0.476106,-0.647235,0.323981,0.126797,-0.174808,1.174676,0.863056,-0.445196,-0.592819,-0.361943,-0.379759,0.177643,-0.21408,0.121504,-0.141607,-0.091005
0.694697,-4.509253,0.383468,-0.926001,2.423389,-0.517861,2.572834,-1.91321,0.700616,0.942225,-0.130948,1.098674,0.696193,0.317346,-1.302854,-0.303915,1.387291,-0.468715,-1.235406,0.057547,-0.922244,-0.732377,-0.832778,0.099232,-0.80026,0.243025,-0.333275,0.172146,-0.04281,0.767015,-0.116129,0.23943,-0.501245,-0.763352,-0.386476,-0.319106,-0.688489,0.621713,-0.760583,-0.405171,0.471459,-0.128738,-0.132819,0.105722,-0.106605,-0.192559
-2.170014,0.296426,3.237895,2.436013,-0.523453,-0.269324,-0.236077,0.605485,0.285257,1.627162,-0.72655,-0.670568,-1.293335,-0.234239,-0.854021,0.183045,-0.176283,0.322564,0.003393,0.822562,-0.518618,0.978586,-0.298073,0.417752,0.718005,-0.557077,-1.534984,-0.61381,0.487505,-0.125258,0.303108,0.348656,1.209974,0.086831,0.439244,-0.49662,0.258508,0.245001,-0.056391,0.017398,-0.030058,0.062394,0.426412,-0.670692,-0.212754,0.479888
1.384992,-3.847706,-2.777758,1.194376,2.719122,-0.333675,2.067506,-1.234289,-0.15546,-0.885016,-0.664401,0.348914,-0.218245,-0.975781,-1.069423,0.171981,-0.093012,0.780304,0.955089,-0.81522,-0.409538,-0.163262,0.751897,0.35645,0.878439,0.510042,0.260339,-0.012994,-0.264034,-0.476576,0.798303,0.308032,-0.345349,-0.098902,0.137709,-0.350025,0.46687,-0.357111,0.445329,0.580895,0.027489,1.056434,0.129733,-0.026494,-0.105712,-0.358793
1.144063,-3.889242,-1.34858,-0.808699,1.55088,-1.170284,2.020528,-1.251537,0.33739,-0.582271,-1.178376,0.726868,0.184037,0.864444,-1.211588,-0.189228,1.09252,1.118551,-0.753829,-0.475663,-1.452718,-0.621631,-1.04584,1.112495,-0.312429,1.446145,-0.162246,0.182401,-0.226077,-0.135585,0.426923,0.82456,0.092905,-0.416307,-0.670894,-0.11121,-0.645425,0.16728,-0.188066,0.421204,0.160899,0.184023,0.282717,-0.175612,-0.253056,-0.114459
-1.855669,1.257652,-1.25682,-1.315636,-1.466079,-0.817493,1.490278,0.892896,2.610628,0.745417,-0.143544,-0.508149,0.814416,1.133308,0.915345,-0.477719,0.359609,-1.409506,1.558109,-0.524164,0.931151,-0.895216,-0.428841,0.543865,0.081355,-0.880683,0.37184,0.040253,-0.272044,-0.492062,0.59068,-0.434837,-0.091457,-1.084147,-1.163064,1.065398,-0.76826,-0.019317,-1.135218,0.802399,0.557639,-0.446366,0.222321,0.304292,-0.476609,0.481262
-3.620116,1.621915,0.610522,-1.84639,1.016475,1.268362,-0.692845,1.1327,1.037969,2.215024,1.409074,0.912156,1.570769,-0.83119,-0.249956,0.189418,-0.74639,0.035515,1.000855,-0.74271,0.82215,0.138533,0.160173,-0.627021,-0.244714,0.465682,-1.037365,0.095943,-0.269007,-0.436768,0.648543,-0.609571,-0.338215,0.019661,-0.195855,-2.62071,-0.906082,1.399544,-0.089835,-0.515244,0.770952,0.107476,-0.246301,-0.212728,0.135198,-0.504799
-3.001035,3.247684,1.442603,2.352416,0.266746,0.354968,1.153161,-2.211943,0.279003,-2.110361,0.207338,-0.03394,1.759618,0.643782,1.045371,-0.018723,0.555934,0.551998,-0.307556,-0.665059,-0.035919,-0.381101,-0.445195,-1.364556,0.383138,0.845879,0.708118,-1.598763,0.547645,0.169523,0.738196,-1.095532,0.833143,-0.425639,-0.465976,0.340665,-0.115173,-0.134979,0.494497,0.321745,-0.535055,0.172089,-0.355962,0.175503,-0.589691,-0.236048
1.416832,5.112891,0.626976,-0.405169,1.845514,-1.991583,-0.896159,-0.111583,1.42865,1.496982,1.180004,-0.502305,-0.858539,0.769226,-0.731936,-0.568455,1.668766,0.182753,1.312075,-1.78148,-0.392174,-1.164037,-1.045782,-1.279391,1.154943,-0.069758,-0.668642,-1.029243,0.470205,-0.410606,-0.429084,-0.306718,0.91348,0.057671,0.203135,0.242961,0.372068,0.408976,-0.273066,-1.007889,0.028665,1.419345,-0.979453,0.363355,-0.354301,-0.666024
1.603701,-2.381417,4.138572,-1.229657,-0.105997,0.795682,0.051811,2.01887,-0.149412,-1.513646,0.338914,0.401106,-0.184507,0.050023,0.177276,0.28062,0.199988,-0.922477,-0.249866,-0.440365,-0.195774,-0.91141,-0.087425,0.755924,-0.328234,-0.137137,0.02298,0.777613,-0.063505,0.351765,-0.096389,-0.248214,0.263491,0.238829,-0.224825,-0.168322,-0.279334,0.209091,0.059304,-0.506629,-0.121993,-0.116832,-0.155728,-0.181497,-0.524491,-0.1969
0.028999,3.943291,-0.586898,-1.88757,0.240733,1.70927,2.092099,1.18751,-2.896109,1.278295,-0.539893,-0.85956,0.216912,-0.299422,0.540889,0.538187,-1.387173,-0.004538,-0.797884,1.206252,-0.200609,0.848829,0.226182,0.669068,0.496819,-0.787876,-0.603909,-0.75673,0.185734,0.326498,0.509298,-0.211543,-0.174142,-0.524764,-1.366923,-0.035592,-0.258408,-1.280355,-0.833451,-0.710359,-0.326073,0.194722,-0.685242,-0.061937,0.374438,-1.016418
-1.008535,0.688912,-2.203775,-1.601791,-2.143127,-0.967863,1.50278,2.493301,2.50446,-0.051418,-0.773537,-0.826802,-0.630611,0.148877,0.568131,0.243527,-0.677432,-0.263201,1.468264,-0.021444,0.777227,0.169832,-0.378686,1.284262,0.284579,-0.976423,1.201994,-0.500119,0.330476,0.012105,-0.269588,-0.202112,0.68067,-0.154757,-0.957746,0.804843,0.052001,0.441257,-0.506082,0.208536,-0.267456,-0.423566,0.520595,0.418827,0.989391,0.374551
-1.600977,2.134217,-1.547968,-1.266226,-1.793994,0.545473,1.565767,1.370488,2.415067,-0.148685,-0.567775,-0.408224,-0.386985,1.866816,1.498201,-0.352704,0.691814,-0.2571,0.24347,-0.443162,0.276477,-0.21483,0.264793,0.785007,-0.561122,-0.888913,0.29845,0.421745,0.019443,1.063316,-0.387799,-0.806553,-0.837155,0.618924,-1.181291,0.687107,0.387246,-0.341071,-0.712461,1.293029,0.819768,0.23085,0.105737,0.423044,-0.36304,-0.222171
-3.577357,2.572464,-0.954998,-3.824377,-2.08671,1.829554,1.711006,0.181349,2.364261,1.281675,0.092894,0.979376,-2.634334,0.844867,2.038136,0.393308,0.278461,0.872785,-0.496589,-0.798125,-0.377545,-0.103732,-0.545436,0.565098,0.259942,-1.282831,0.828405,0.1784,-0.059322,-0.113449,-0.941083,-0.035245,-0.278825,0.682139,-0.561294,0.374359,0.658338,0.756171,-0.075325,-0.502893,-0.341972,0.28262,-0.093315,0.423161,0.982875,-0.405876
0.880302,-1.547602,3.854145,-1.379448,-0.855179,0.433861,-1.176161,1.943685,-0.226309,-1.049677,-0.129039,0.579111,0.443588,0.977294,-0.112577,-0.061614,1.124473,-0.267033,-0.911076,-0.149647,-0.714775,-1.158694,-1.643791,1.227351,-0.677006,0.287101,0.357349,0.913312,-0.186336,0.653899,-0.135191,0.175609,-0.737178,-0.071404,-0.192062,-1.252589,0.022892,-0.253852,-0.288968,0.509528,-0.041512,-0.236205,0.755243,0.266797,0.005241,1.250728
-2.193292,4.088651,0.191622,0.819086,-0.504622,0.490923,0.66393,-3.319301,-0.029739,-1.669339,2.195705,1.602406,0.82297,0.212295,1.246358,-0.285826,1.085725,0.041591,-0.069364,-2.539372,0.271192,-1.900205,-0.933114,-1.43862,0.346116,-0.847824,1.054274,0.341188,0.004215,0.536447,0.184986,0.445594,0.929922,-1.487781,0.376209,1.703661,-0.084042,0.145025,0.471521,0.289359,-1.419674,-0.713162,-0.084434,0.118802,-0.671621,0.431412
-1.265757,0.351832,-1.798107,-1.635438,-2.535916,-0.612954,1.677469,1.91253,2.97905,-0.484396,-0.174918,-0.648323,-0.487387,0.516667,0.92309,0.184843,-0.548435,-0.356321,1.042307,0.208919,0.649394,0.649862,0.227863,0.783626,-0.030682,-0.617961,0.450021,-0.625959,0.380646,0.64505,0.08102,-0.384551,0.405778,-0.113219,-1.518564,1.221516,-0.148641,0.334425,-0.588138,0.173654,-0.113368,-0.885277,1.018689,0.146024,1.194556,0.474513
6.560204,-2.314656,-0.033828,0.147712,-1.836512,0.740445,-0.961935,-1.040326,-2.045161,0.989762,0.396695,1.532655,0.834658,0.093894,0.529071,-0.145657,-0.718473,0.310083,0.956889,0.248028,1.02642,0.545038,1.196533,0.608291,-0.321641,-0.11421,0.106574,-0.008181,0.231217,0.674099,0.657067,-0.740048,0.078496,-0.425969,1.024404,0.574663,-1.297142,0.458958,0.234631,0.653832,0.247543,-1.000558,0.299356,-0.196741,0.471906,0.271204
-4.107817,1.674463,0.468049,-6.918718,-3.048292,-1.147835,-0.159689,-2.784053,-2.158664,0.20415,1.124244,1.847379,-3.4565,-1.814801,1.621398,2.069276,-2.054365,1.771849,-0.393222,-2.137815,-0.129873,-0.632788,-0.228519,1.053507,1.64445,-1.543298,1.257478,0.574305,-0.203067,-0.233801,-0.561519,0.23002,0.271045,0.115262,-0.091425,-1.311459,0.317303,1.062329,1.111013,-0.716146,-0.129887,0.428306,0.177788,0.558439,1.553424,0.095258
-4.131476,3.750298,-0.103616,-0.022749,-1.31924,1.775155,0.869109,-2.633065,-0.753909,-0.803946,0.940573,1.506764,1.243024,0.523084,1.887418,0.14879,0.380745,-0.57149,-0.129815,-2.261546,0.368657,-2.1617,-1.184042,-0.60513,1.213063,-0.606299,-0.472265,0.169458,-0.127078,-0.349882,0.679135,-0.465498,0.842489,-0.463269,-0.669851,1.401805,-0.463111,-0.306684,0.106735,0.126352,-0.313871,-0.155649,0.008726,-0.175087,-0.322216,-0.227575
1.683552,4.22172,2.277228,0.829415,0.19883,-1.78449,-1.374193,0.251618,0.72953,1.819897,0.726844,-0.162253,-0.319823,0.910359,-0.155998,-0.252833,0.776594,1.404039,0.358971,-1.240499,-0.439539,-0.498894,-0.95942,-0.345453,1.015037,0.406646,-0.76231,-0.582789,0.649678,1.017735,0.137299,0.478397,0.718507,0.368628,-0.481224,-0.152195,1.419252,0.696037,-1.094044,-0.443185,0.089633,0.511675,-0.320709,0.747615,0.085822,0.107705
5.795372,-1.696279,-0.61795,-0.037677,-1.857032,-0.207059,-0.511733,-1.011217,-2.261826,0.1089,0.351752,0.751669,0.778504,0.336269,0.333975,-0.25994,-0.640867,0.581457,0.809273,0.200564,0.798257,0.551928,1.109602,0.248103,-0.441963,-0.497283,0.247848,0.122271,0.094029,0.425515,0.521458,-0.450447,0.225713,-0.462362,-0.175985,0.676524,-1.166241,0.372328,0.397166,0.878788,-0.568196,-0.363404,0.190716,-0.287399,0.243993,0.081543
-5.786743,0.596256,-0.691521,-1.554913,-0.924686,3.823604,0.756857,-1.034195,1.267809,0.270684,1.643679,1.589302,-1.809868,-0.98592,1.007357,0.435869,-0.586028,-0.850124,0.68793,-0.792898,0.660529,0.552425,1.961295,-1.188389,-0.259197,-0.844077,-0.905117,0.100519,0.250009,0.984641,0.082629,0.696878,0.679886,-0.108325,-1.292914,-0.600947,-0.156936,-0.429513,-0.265188,0.440348,-0.475669,-0.749661,-0.620841,1.104525,0.214007,0.245226
-1.447571,3.984667,-0.097318,-1.914735,2.354294,-0.175645,-0.985265,1.120102,2.04457,0.263005,2.409036,0.267098,1.12999,-0.637469,-0.786961,-0.170194,0.292822,1.103628,1.500758,-1.183422,0.66817,0.602861,0.683298,-2.803668,-1.061985,1.024281,0.618708,-0.635883,0.21684,0.395902,0.406578,-0.48213,0.540208,-0.870448,0.144877,-1.953718,0.375414,1.983668,0.230131,-0.735157,0.146204,-0.591354,-0.213538,-0.40739,0.03092,-0.3876
1.912721,1.502273,-1.016254,-1.05122,0.457761,-0.122583,1.309812,1.679453,-2.567472,0.181641,-1.956987,-1.477854,0.449019,0.474215,-0.340852,-0.059791,-0.64782,0.638713,-0.673707,0.560492,0.06824,0.250312,0.703038,0.22365,-0.300222,-1.238039,0.111984,0.501237,-0.019811,0.942882,-0.264874,0.283106,-0.244088,-0.864262,-1.066268,1.292471,0.176867,-0.422044,-1.091078,-0.329703,-0.839327,0.345978,-0.873007,0.353886,0.257454,-0.963387
0.970465,4.560987,-0.186854,-2.323015,2.029906,0.787271,1.762283,0.59154,-1.158911,1.574377,1.229096,-0.31377,0.536251,0.030246,0.103718,-0.110287,-0.006677,-1.066713,-0.140723,-0.173066,-0.547406,-0.302555,-0.109394,0.170698,0.577627,0.578311,-0.862334,-0.739793,0.159287,-0.517454,-0.182858,-0.489027,-0.06899,0.340854,0.250542,-0.651331,-0.304191,-0.987654,-0.57456,-0.804481,0.381323,0.266942,-0.861195,0.104698,0.219311,-1.291554
-1.261762,3.415796,-0.676392,-1.415967,-0.494575,-0.983823,0.966862,0.510499,2.71576,1.004053,0.81483,-0.26509,0.672954,1.32293,1.05727,-0.350472,0.876983,-0.944806,0.9272,-0.441579,0.521829,-0.638944,-0.553141,0.148147,-0.095489,-0.07875,0.212615,-0.108228,-0.001256,-0.249919,0.703492,-1.760733,-0.486972,-0.184837,-0.084705,0.961962,1.011418,1.29244,-0.872479,-0.003505,0.514188,0.467435,0.026642,-0.146996,-0.442552,-0.436929
6.037512,-2.209582,-0.413751,-0.921432,-1.238086,0.578453,-0.612401,-0.752672,-2.26265,0.619493,-0.541897,0.581741,1.214093,0.748625,0.456221,-0.562573,-0.283575,0.580614,1.192357,-0.04234,1.011448,0.17567,1.196004,0.076548,0.036597,-0.593015,0.060962,0.201496,-0.098144,0.212529,0.702877,-0.43474,0.028277,-0.537939,0.574841,0.53635,-0.902717,0.482271,-0.129543,0.471164,-0.017826,-0.793769,0.092848,-0.24843,-0.122762,0.411611
2.367197,-1.744444,2.346768,-0.298298,-1.037638,0.241541,-0.579978,2.168014,-0.173409,-2.101428,-0.217506,0.309086,-0.74307,0.856264,0.056064,0.066734,0.73517,0.070388,0.230113,-0.659729,-0.71627,-1.0585,-0.626296,1.772923,-0.287429,-0.301299,0.255422,1.269053,-0.282714,0.067648,0.174314,0.129321,0.04377,0.533554,-0.550178,-1.607374,0.472968,0.098066,-0.765589,0.846762,-0.783805,-0.665329,0.338542,0.049776,-0.66599,0.198288
